sku,category,name,rrp,npp,ean,tariff,weight,size,tax_class
DL-87400000,DELTEC,CRTT 1500 Kalkreaktor / Calcium Reactor CRTT ,1949,1286.34,4 033414874000,84212100,4.7,,1
DL-87402000,DELTEC,CRTT 3000 Kalkreaktor / Calcium Reactor CRTT ,2149,1418.34,4 033414874024,84212100,5.4,,1
DL-88108000,DELTEC,CS 12000 Reinigungssystem Automatisch / Cleaning System automatically,899,593.34,4 033414881084,39269097,0.9,,1
DL-88099000,DELTEC,CS 2000 - Reinigungssystem Automatisch / Cleaning System automatically,519,342.54,4 033414880995,39269097,0.6,,1
DL-88100000,DELTEC,CS 2000 - Reinigungssystem Automatisch / Cleaning System automatically,619,408.54,4 033414881007,39269097,0.6,,1
DL-88104000,DELTEC,CS 3000 Reinigungssystem Automatisch / Cleaning System automatically,749,494.34,4 033414881046,39269097,0.6,,1
DL-88106000,DELTEC,CS 6000 Reinigungssystem Automatisch / Cleaning System automatically,799,527.34,4 033414881060,39269097,0.8,,1
DL-88107000,DELTEC,CS 9000 Reinigungssystem Automatisch / Cleaning System automatically,849,560.34,4 033414881077,39269097,0.9,,1
DL-88095000,DELTEC,CSM 1000 Reinigungssystem manuel / Cleaning System manuel,79,52.14,4 033414880957,39269097,0.51,,1
DL-88097000,DELTEC,CSM 1500 Reinigungssystem manuel / Cleaning System manuel,89,58.74,4 033414880971,39269097,0.8,,1
DL-88094000,DELTEC,CSM 2000 Reinigungssystem manuel / Cleaning System manuel,89,58.74,4 033414880940,39269097,0.5,,1
DL-88093000,DELTEC,CSM 600 Reinigungssystem manuel / Cleaning System manuel,74,48.84,4 033414880933,39269097,0.44,,1
DL-81172000,DELTEC,Deltec  2000i inkl. CSM Abschäumer Innen / Internal Skimmer,858,566.28, ,84212100,3,,1
DL-24918000,DELTEC,"Deltec  E-Flow24V 10,12 Vorschaltgerät / Ballast",90,59.4,4 033414249136,39269097,1.4,,1
DL-81145000,DELTEC,Deltec 1000i Abschäumer Innen / Internal Skimmer,429,283.14,4 033414811456,84212100,3.55,53 x 18 x 27,1
DL-81147000,DELTEC,Deltec 1000i inkl. CSM Abschäumer Innen / Internal Skimmer,508,335.28, ,84212100,3.66,,1
DL-81146000,DELTEC,Deltec 1000ix Abschäumer Innen / Internal Skimmer,429,283.14,4 033414811463,84212100,3.63,27 x 18 x 53,1
DL-81148000,DELTEC,Deltec 1000ix inkl. CSM Abschäumer Innen / Internal Skimmer,508,335.28, ,84212100,3.66,,1
DL-81460000,DELTEC,Deltec 12000i Abschäumer Innen / Internal Skimmer,3799,2507.34,4 033414814600,84212100,4.9,,1
DL-81450000,DELTEC,Deltec 12000ix Abschäumer Innen / Internal Skimmer,3799,2507.34,4 033414814501,84212100,4.9,,1
DL-81165000,DELTEC,Deltec 1500i Abschäumer Innen / Internal Skimmer,559,368.94,4 033414811654,84212100,5.1,56 x 18 x 26,1
DL-81166000,DELTEC,Deltec 1500ix Abschäumer Innen / Internal Skimmer,559,368.94,4 033414811661,84212100,2.9,56 x 18 x 26,1
DL-81175000,DELTEC,Deltec 2000i Abschäumer Innen / Internal Skimmer,769,507.54,4 033414811753,84212100,6.55,71 x 32 x 40,1
DL-81176000,DELTEC,Deltec 2000ix Abschäumer Innen / Internal Skimmer,769,507.54,4 033414811760,84212100,3,71 x 32 x 40,1
DL-81185000,DELTEC,Deltec 3000i Abschäumer Innen / Internal Skimmer,999,659.34,4 033414811852,84212100,7.4,77 x 41 x 54,1
DL-81186000,DELTEC,Deltec 3000ix Abschäumer Innen / Internal Skimmer,999,659.34,4 033414811869,84212100,7.45,77 x 41 x 54,1
DL-81128000,DELTEC,Deltec 400i Abschäumer Innen / Internal Skimmer,339,223.74,4 033414811289,84212100,2.85,53 x 18 x 27,1
DL-81320000,DELTEC,Deltec 6000i Abschäumer Innen / Internal Skimmer,1899,1253.34,4 033414813207,84212100,4,,1
DL-81330000,DELTEC,Deltec 6000ix Abschäumer Innen / Internal Skimmer,1899,1253.34,4 033414813306,84212100,4.2,,1
DL-81135000,DELTEC,Deltec 600i Abschäumer Innen / Internal Skimmer,379,250.14,4 033414811357,84212100,3.15,53 x 18 x 27,1
DL-81136000,DELTEC,Deltec 600ix Abschäumer Innen / Internal Skimmer,379,250.14,4 033414811364,84212100,3,53 x 18 x 27,1
DL-81138000,DELTEC,Deltec 600ix inkl. CSM Abschäumer Innen / Internal Skimmer,453,298.98, ,84212100,3.2,53 x 18 x 27,1
DL-81410000,DELTEC,Deltec 9000i Abschäumer Innen / Internal Skimmer,3049,2012.34,4 033414814105,84212100,4.7,,1
DL-81400000,DELTEC,Deltec 9000ix Abschäumer Innen / Internal Skimmer,3049,2012.34,4 033414814006,84212100,4.7,,1
DL-36415000,DELTEC,Deltec AL-150 Marine LED Lights,389.9,256.1,4 033414364150,94054940,2.57,,1
DL-36408000,DELTEC,Deltec AL-80 Marine LED Lights,219.9,146.1,4 033414364082,84194000,2.06,,1
DL-86202000,DELTEC,Deltec Algenreaktor/ Algae Reactor AR 2000,399,263.34,4 033414862021,,0,,1
DL-00901000,DELTEC,Deltec Ansaugkorb DCP 20000,0,5.4, ,,0.35,,1
DL-23013,DELTEC,"Deltec Aqua Crown Zeolith 1,5 kg",10.5,5.78,4 033414230134,38249996,1.5,,1
DL-8500000,DELTEC,Deltec AquaScape Korallenkleber Farbe Lila,12,6.6,4 26021621750,35061000,0.26,4 x 2 x 14,1
DL-81150000,DELTEC,Deltec Black Edition 1.5 E-Flow Abschäumer Innen / Internal Skimmer,999,659.34,4 033414811500,84212100,6,,1
DL-81700000,DELTEC,Deltec Black Edition 7.0 E-Flow Abschäumer Innen / Internal Skimmer,2699,1781.34,4 033414817007,84212100,6,,1
DL-25081000,DELTEC,Deltec DCC 1 SW Abschäumer Pumpe (24V) / DC Skimmer Pump,129,85.14,4 033414250811,84139100,0.6,,1
DL-27081000,DELTEC,Deltec DCC 1 SW Laufeinheit Abschäumer Pumpe (24V) / Impeller DC Skimmer Pump,34,22.44,4 033414270819,84139100,0.1,,1
DL-25082000,DELTEC,Deltec DCC 2 SW Abschäumer Pumpe (24V) / DC Skimmer Pump,139,91.74,4 033414250828,84139100,1.1,,1
DL-27082000,DELTEC,Deltec DCC 2 SW Laufeinheit Abschäumer Pumpe (24V) / Impeller DC Skimmer Pump,37,24.42,4 033414270826,84139100,0.1,,1
DL-27088000,DELTEC,Deltec DCC 3 /4 Laufeinheit Abschäumer Pumpe (24V) / Impeller DC Skimmer Pump,47,31.02,4 033414270888,84139100,0.1,,1
DL-25088000,DELTEC,Deltec DCC 3 Abschäumer Pumpe (24V) / DC Skimmer Pump,179,118.14,4 033414250880,84139100,0.9,,1
DL-25096000,DELTEC,Deltec DCC 4 Abschäumer Pumpe (24V) / DC Skimmer Pump,189,124.74,4 033414250965,84139100,2.15,,1
DL-25091000,DELTEC,Deltec DCC 5 Abschäumer Pumpe (24V) / DC Skimmer Pump,265,174.9,4 033414250910,84212100,1.85,,1
DL-29007000,DELTEC,Deltec DCC1 SW Controller Abschäumer Pumpe (24V) / Controller DC Skimmer Pump,31,20.46,4 033414290077,84139100,0.2,,1
DL-29006000,DELTEC,Deltec DCC2 SW Controller Abschäumer Pumpe (24V) / Controller DC Skimmer Pump,33,21.78,4 033414290060,84139100,0.2,,1
DL-29003000,DELTEC,Deltec DCC3 / 4 Controller Abschäumer Pumpe (24V) / Controller DC Skimmer Pump,30,19.8,4 033414290039,84139100,0.2,,1
DL-29005000,DELTEC,Deltec DCC5 Controller Abschäumer Pumpe (24V) / Controller DC Skimmer Pump,35,23.1,4 033414290053,84139100,0.2,,1
DL-27091000,DELTEC,Deltec DCC5 Laufeinheit Abschäumer Pumpe (24V) / Impeller DC Skimmer Pump,78,51.48,4 033414270918,84139100,0.1,,1
DL-25089000,DELTEC,Deltec DCS 1200 Abschäumer Pumpe (230V) / AC Skimmer Pump,300,198,4 033414250897,84139100,1.09,,1
DL-27089000,DELTEC,Deltec DCS 1200 Laufeinheit Abschäumer Pumpe (230V) / Impeller AC Skimmer Pump,125,82.5,4 033414270895,84139100,0.1,,1
DL-25092000,DELTEC,Deltec DCS 1700 Abschäumer Pumpe (230V) / AC Skimmer Pump,330,217.8,4 033414250927,84139100,1.95,,1
DL-27092000,DELTEC,Deltec DCS 1700 Laufeinheit Abschäumer Pumpe (230V) / Impeller AC Skimmer Pump,135,89.1,4 033414270925,84139100,0.1,,1
DL-25080000,DELTEC,Deltec DCS 400 Abschäumer Pumpe (230V) / AC Skimmer Pump,119,78.54,4 033414250804,84139100,1.15,,1
DL-27017000,DELTEC,Deltec DCS 400 Laufeinheit Abschäumer Pumpe (230V) / Impeller AC Skimmer Pump,45,29.7,4 033414270178,84139100,0.1,,1
DL-25083000,DELTEC,Deltec DCS 600 Abschäumer Pumpe (230V) / AC Skimmer Pump,145,95.7,4 033414250835,84139100,0.83,,1
DL-27083000,DELTEC,Deltec DCS 600 Laufeinheit Abschäumer Pumpe (230V) / Impeller AC Skimmer Pump,75,49.5,4 033414270833,84139100,0.1,,1
DL-25086000,DELTEC,Deltec DCS 800 Abschäumer Pumpe (230V) / AC Skimmer Pump,150,99,4 033414250866,84139100,1.45,,1
DL-27086000,DELTEC,Deltec DCS 800 Laufeinheit Abschäumer Pumpe (230V) / Impeller AC Skimmer Pump,78,51.48,4 033414270864,84139100,0.1,,1
DL-24900000,DELTEC,"Deltec E-Flow 24V 10 DC Förderpumpe / DC Water Pump
10300 l/h, max. 130 W",899,593.34,4 033414249006,84138100,1.14,,1
DL-24910000,DELTEC,"Deltec E-Flow 24V 10,12 Gehäuse / Statoren
Motor ohne Gehäuse",215,141.9,4 033414249105,84138100,4,,1
DL-24915000,DELTEC,"Deltec E-Flow 24V 10,12 Laufeinheit / Impeller E-Flow",155,102.3,4 033414249150,84139100,0.1,,1
DL-24912000,DELTEC,"Deltec E-Flow 24V 10,12,16 Controller",290,191.4,4 033414249129,84138100,0.1,,1
DL-24904000,DELTEC,"Deltec E-Flow 24V 16 DC Förderpumpe / DC Water Pump
14600 l/h, max. 180 W",1099,725.34,4 033414249044,84138100,3.4,,1
DL-24911000,DELTEC,"Deltec E-Flow 24V 16 Gehäuse / Stator
Motor ohne Gehäuse",290,191.4,4 033414249112,84138100,4.7,,1
DL-24916000,DELTEC,Deltec E-Flow 24V 16 Laufeinheit / Impeller ,230,151.8,4 033414249167,84139100,0.1,,1
DL-24917000,DELTEC,Deltec E-Flow24V 10 Gehäuse / Housing,100,66,4 033414249174,39269097,1.1,,1
DL-24913000,DELTEC,"Deltec E-Flow24V 10,12, R3 - Vorschaltgerät / Ballast ",90,63,4 033414249136,94054940,0.7,,1
DL-24901000,DELTEC,"Deltec E-Flow24V 12 Förderpumpe E-Flow (24V) / DC Water Pump E-Flow
11800 l/h, max. 130 W",949,626.34,4 033414249013,84138100,3.1,,1
DL-24919000,DELTEC,Deltec E-Flow24V 16 Vorschaltgerät / Ballast,125,82.5,4 033414249143,39269097,1.6,,1
DL-24920000,DELTEC,Deltec E-Flow24V R3 Gehäuse / Housing ,145,101.5,4 033414249204,39269097,1.8,,1
DL-41005000,DELTEC,"Deltec Filterrolle VF 4000, 5000 Vliess Filter / Fleece Filter",16.5,10.89,4 033414410055,56039390,0.3,,1
DL-41007000,DELTEC,"Deltec Filterrolle VF 6000, 8000 - Vliess Filter / Fleece Filter",27.5,18.15,4 033414410079,56039390,0.15,50 x 35 x 34,1
DL-23000000,DELTEC,Deltec Hy Carb  Aufbereitungsmittel / Treatment Products 2500 g,12,7.92,4 033414230004,38021000,2.5,,1
DL-23001000,DELTEC,Deltec Hy Carb  Aufbereitungsmittel / Treatment Products 7500 g,20,13.2,4 033414230011,38021000,7.5,,1
DL-23003000,DELTEC,Deltec Hy Carb special Aufbereitungsmittel / Treatment Products 2500 g,15,9.9,4 033414230035,38021000,2.5,,1
DL-23004000,DELTEC,Deltec Hy Carb special Aufbereitungsmittel / Treatment Products 7500 g,27.5,18.15,4 033414230042,38021000,7.5,,1
DL-23010000,DELTEC,Deltec Hy Magnesium Aufbereitungsmittel / Treatment Products 2500 g,25,16.5,4 033414230103,38249996,2.5,,1
DL-23011000,DELTEC,Deltec Hy Magnesium Aufbereitungsmittel / Treatment Products 7500 g,65,42.9,4 033414230110,38249996,7.5,,1
DL-81701000,DELTEC,Deltec Innotec Black Edition 7.0 Abyzz Abschäumer Innen / Internal Skimmer,5099,3365.34,4 033414817014,84212100,6.5,,1
DL-23053000,DELTEC,Deltec Kalkwasser Powder Aufbereitungsmittel / Treatment Products 1000 ml,16.9,11.15,4 033414230530,38249996,1,,1
DL-23052000,DELTEC,Deltec Kalkwasser Powder Aufbereitungsmittel / Treatment Products 500 ml,11.9,7.85,4 033414230523,38249996,0.5,,1
DL-23054000,DELTEC,Deltec Kalkwasser Powder Aufbereitungsmittel / Treatment Products 5000 ml,56.9,37.55,4 033414230547,38249996,5,,1
DL-93419000,DELTEC,"Deltec Kugelhahn, schwarz 12mm",6.93,3.81, ,39269097,0.1,,1
DL-81160700,DELTEC,Deltec Luftansaugdüse Abschäumer/Skimmer 1500 /SCC 1660,19,10.45, ,84139100,0.1,,1
DL-64049000,DELTEC,Deltec Magnetventil / Solenoid  ,109,71.94,4 033414640490,84219990,0.15,,1
DL-40030000,DELTEC,Deltec Marine BoX Classic L,999,659.34,4 033414400308,70139900,15.58,,1
DL-40020000,DELTEC,Deltec Marine BoX Classic M,899,593.34,4 033414400209,70139900,14.58,,1
DL-40010000,DELTEC,Deltec Marine BoX Classic S,799,527.34,4 033414400100,70139900,12.58,,1
DL-31116000,DELTEC,Deltec MC 500 Hang ON Abschäumer intern / Hang On Skimmer internal,399,263.34,4 033414311161,84212100,3,,1
DL-31120000,DELTEC,Deltec MC 501 Hang ON Abschäumer intern / Hang On Skimmer internal,399,263.34,4 033414311208,84212100,3.3,,1
DL-31110000,DELTEC,Deltec MCE 400 Hang ON Abschäumer extern / Hang On Skimmer external,369,243.54,4 033414311109,84212100,2.1,,1
DL-31117000,DELTEC,Deltec MCE 600 Hang ON Abschäumer extern / Hang On Skimmer external,449,296.34,4 033414311178,84212100,4.5,,1
DL-31121000,DELTEC,Deltec MCE 601 Hang ON Abschäumer extern /  Skimmer external,449,296.34,4 033414311215,84212100,4.67,,1
DL-64052000,DELTEC,"Deltec Nährlösung / Fluid for NFP 0,5 Ltr. ",15,9.9, ,25010010,0.1,,1
DL-64051000,DELTEC,Deltec Nährlösung / Fluid for NFP 5 Ltr.,85,56.1, ,25010010,0.1,,1
DL-37044000,DELTEC,"Deltec Netzteil/Adaptor  DCC1  0,75A Netzteil Abschäumer Pumpen (24V) / Adaptor DC Skimmer Pumps",10,6.6,4 033414370441,84139100,0.4,,1
DL-37085000,DELTEC,"Deltec Netzteil/Adaptor  DCC2  1,50A Netzteil Abschäumer Pumpen (24V) / Adaptor DC Skimmer Pumps",14,9.24,4 033414370854,84139100,0.5,,1
DL-37156000,DELTEC,"Deltec Netzteil/Adaptor  DCC5 2,50A Netzteil Abschäumer Pumpen (24V) / Adaptor DC Skimmer Pumps",17,11.22,4 033414371561,84139100,0.55,,1
DL-37086000,DELTEC,"Deltec Netzteil/Adaptor DCC(3+4) 1,75A Netzteil Abschäumer Pumpen (24V) / Adaptor DC Skimmer Pumps",14,9.24,4 033414370861,84139100,0.6,,1
DL-81207000,DELTEC,Deltec Niveauregler SC3070S,54,29.7, ,84212100,0.8,,1
DL-80500090,DELTEC,"Deltec O Ring Schaumtopf Abschäumer/Skimmer 1000i, TC 1000ix, SC 1455/56, APF 800, PF/NF/NFP 509 ",2.5,1.65, ,84139100,0.1,,1
DL-80500250,DELTEC,"Deltec O Ring Schaumtopf Abschäumer/Skimmer 12000i, TC 12000ix, SC/TC 4580/81 ",16,10.56, ,84139100,0.1,,1
DL-80500110,DELTEC,"Deltec O Ring Schaumtopf Abschäumer/Skimmer 1500i, TC 1500ix, SC 1660, SC/TC 2060, PF 501  ",3.5,2.31, ,84139100,0.1,,1
DL-80500125,DELTEC,"Deltec O Ring Schaumtopf Abschäumer/Skimmer 2000i TC 2000ix, SC 2061, FR 512, NFP 512 ",4.5,2.97, ,84139100,0.1,,1
DL-80500140,DELTEC,"Deltec O Ring Schaumtopf Abschäumer/Skimmer 3000i, TC 3000ix, SC/TC 2560/61 ",6.5,4.29, ,84139100,0.1,,1
DL-80500060,DELTEC,Deltec O Ring Schaumtopf Abschäumer/Skimmer 400i ,2.5,1.65, ,84139100,0.1,,1
DL-80500180,DELTEC,"Deltec O Ring Schaumtopf Abschäumer/Skimmer 6000i, TC 6000ix ",10,6.6, ,84139100,0.1,,1
DL-80500075,DELTEC,"Deltec O Ring Schaumtopf Abschäumer/Skimmer 600i, SC 1350, SC 1351 ",2.5,1.65, ,84139100,0.1,,1
DL-80500220,DELTEC,"Deltec O Ring Schaumtopf Abschäumer/Skimmer 9000i, TC 9000ix, SC/TC 4080/81 ",13.5,8.91, ,84139100,0.1,,1
DL-80500200,DELTEC,"Deltec O Ring Schaumtopf Abschäumer/Skimmer SC/TC 3070S/71S, PF 601S, PF 1001, FR 1020, NFP 1020 ",11,7.26, ,84139100,0.1,,1
DL-80500160,DELTEC,"Deltec O Ring Schaumtopf Abschäumer/Skimmer SSC/TC 3070/71, PF 601,, FR 616, FR 1016, NFP 616 ",8,5.28, ,84139100,0.1,,1
DL-80500100,DELTEC,Deltec O Ring Schaumtopf Abschäumer/Skimmer TC 1655 ,3.5,2.31, ,84139100,0.1,,1
DL-6542200,DELTEC,"Deltec Schwamm, grob - zu FR 509",2,1.1, ,34052000,0.01,,1
DL-64200000,DELTEC,Deltec Schwefel 1 kg,18,9.9, ,25030090,1,,1
DL-23043000,DELTEC,Deltec Special Carbon - Aufbereitungsmittel / Treatment Products 1000 ml,16.4,10.82,4 033414230431,28363000,0.68,,1
DL-23042000,DELTEC,Deltec Special Carbon - Aufbereitungsmittel / Treatment Products 500 ml,10.9,7.19,4 033414230424,38021000,0.5,,1
DL-23044000,DELTEC,Deltec Special Carbon - Aufbereitungsmittel / Treatment Products 5000 ml,54.9,36.23,4 033414230448,38021000,1,,1
DL-26081000,DELTEC,"Deltec Stator DCC 1 SW  Abschäumer Pumpe (24V) / Stator DC Skimmer Pump
Motor ohne Gehäuse",60,39.6,4 033414260810,84139100,0.2,,1
DL-26082000,DELTEC,"Deltec Stator DCC 2 SW Stator Abschäumer Pumpe (24V) / Stator DC Skimmer Pump
Motor ohne Gehäuse",65,42.9,4 033414260827,84139100,0.25,,1
DL-26088000,DELTEC,"Deltec Stator DCC 3 / 4 Stator Abschäumer Pumpe (24V) / Stator DC Skimmer Pump
Motor ohne Gehäuse",75,49.5,4 033414260889,84139100,0.2,,1
DL-26091000,DELTEC,"Deltec Stator DCC5 Stator Abschäumer Pumpe (24V) / Stator DC Skimmer Pump
Motor ohne Gehäuse",128,84.48,4 033414260919,84139100,0.2,,1
DL-26089000,DELTEC,"Deltec Stator DCS 1200 Stator Abschäumer Pumpe (230V) / Stator AC Skimmer Pump
Motor ohne Gehäuse",190,125.4,4 033414260896,84139100,0.2,,1
DL-26092000,DELTEC,"Deltec Stator DCS 1700 Stator Abschäumer Pumpe (230V) / Stator AC Skimmer Pump
Motor ohne Gehäuse",210,138.6,4 033414260926,84139100,0.2,,1
DL-26017000,DELTEC,"Deltec Stator DCS 400  Abschäumer Pumpe (230V) / Stator AC Skimmer Pump
Motor ohne Gehäuse",62,40.92,4 033414260147,84139100,0.2,,1
DL-26083000,DELTEC,"Deltec Stator DCS 600 Stator Abschäumer Pumpe (230V) / Stator AC Skimmer Pump
Motor ohne Gehäuse",70,46.2,4 033414260834,84139100,0.25,,1
DL-26086000,DELTEC,"Deltec Stator DCS 800 Stator Abschäumer Pumpe (230V) / Stator AC Skimmer Pump
Motor ohne Gehäuse",77,50.82,4 033414260865,84139100,0.2,,1
DL-80150000,DELTEC,Deltec TC 1000ix Abschäumer Aussen / External Skimmer,489,322.74,4 033414801501,84212100,3.2,,1
DL-80470000,DELTEC,Deltec TC 12000i  Abschäumer Aussen / External Skimmer,3849,2540.34,4 033414804700,84212100,5.5,,1
DL-80450000,DELTEC,Deltec TC 12000ix Abschäumer Aussen / External Skimmer,3849,2540.34,4 033414804502,84212100,5.5,,1
DL-80170000,DELTEC,Deltec TC 1500ix Abschäumer Aussen / External Skimmer,619,408.54,4 033414801709,84212100,3.5,,1
DL-80230000,DELTEC,Deltec TC 2000i Abschäumer Aussen / External Skimmer,799,527.34,4 033414802300,84212100,3.7,,1
DL-80200000,DELTEC,Deltec TC 2000ix Abschäumer Aussen / External Skimmer,719,474.54,4 033414802409,84212100,3.7,,1
DL-80270000,DELTEC,Deltec TC 3000i Abschäumer Aussen / External Skimmer,1039,685.74,4 033414802706,84212100,3.9,,1
DL-80250000,DELTEC,Deltec TC 3000ix Abschäumer Aussen / External Skimmer,1039,685.74,4 033414802508,84212100,3.9,,1
DL-80330000,DELTEC,Deltec TC 6000i Abschäumer Aussen / External Skimmer,1949,1286.34,4 033414803307,84212100,4.8,,1
DL-80340000,DELTEC,Deltec TC 6000ix Abschäumer Aussen / External Skimmer,1949,1286.34,4 033414803406,84212100,4.8,,1
DL-80420000,DELTEC,Deltec TC 9000i Abschäumer Aussen / External Skimmer,3049,2012.34,4 033414804205,84212100,5.2,,1
DL-80400000,DELTEC,Deltec TC 9000ix Abschäumer Aussen / External Skimmer,3049,2012.34,4 033414804007,84212100,5.2,,1
DL-41002000,DELTEC,Deltec VF 5000 Vliess Filter / Fleece Filter,675,445.5,4 033414410024,56039390,0.25,,1
DL-41003000,DELTEC,Deltec VF 8000 Vliess Filter / Fleece Filter,775,511.5,4 033414410031,56039390,8.3,,1
DL-64056,DELTEC,Deltec- Mikrofilter,5.5,3.03, ,56039390,0.01,,1
DL-64303300,DELTEC,DLS Filterpatronen / DLS Cardrige NFP 1020 ,85,56.1, ,39269097,0.1,,1
DL-64300300,DELTEC,DLS Filterpatronen / DLS Cardrige NFP 509 ,25,16.5, ,84137081,0.1,,1
DL-64301300,DELTEC,DLS Filterpatronen / DLS Cardrige NFP 512 ,37,24.42, ,39269097,0.1,,1
DL-64302300,DELTEC,DLS Filterpatronen / DLS Cardrige NFP 616 ,70,46.2, ,39269097,0.1,,1
DL-99420000,DELTEC,Ersatz UV Lampe 10 Watt,30,19.8,4 033414994203,90182000,0.1,,1
DL-99421000,DELTEC,Ersatz UV Lampe 20 Watt,43,28.38,4 033414994210,90182000,0.35,,1
DL-99422000,DELTEC,Ersatz UV Lampe 39 Watt,62,40.92,4 033414994227,90182000,1.1,,1
DL-99423000,DELTEC,Ersatz UV Lampe 80 Watt,99,65.34,4 033414994234,90182000,0.35,,1
DL-86004000,DELTEC,FR 1016 Multi Media Filter / Fluidized Bed filter,399,263.34,4 033414860041,84212100,3,,1
DL-86005000,DELTEC,FR 1020 Multi Media Filter / Fluidized Bed filter,599,395.34,4 033414860058,84212100,3.2,,1
DL-86003000,DELTEC,FR 509 Multi Media Filter / Fluidized Bed filter,149,98.34,4 033414860034,84212100,1.4,,1
DL-86007000,DELTEC,FR 512 Multi Media Filter / Fluidized Bed filter,249,164.34,4 033414860072,84212100,2.7,,1
DL-86002000,DELTEC,FR 616 Multi Media Filter / Fluidized Bed filter,349,230.34,4 033414860027,84212100,3.5,,1
DL-93095000,DELTEC,Glas T-Stück 90° 8mm,16.8,11.09, ,70139900,0.1,,1
DL-87001000,DELTEC,"KM 500 Kalkwassermischer / ""Kalkwasser"" Stirrer",399,263.34,4 033414870019,38249996,2.88,,1
DL-87002000,DELTEC,"KM 500S Kalkwassermischer / ""Kalkwasser"" Stirrer",549,362.34,4 033414870026,38249996,3.44,,1
DL-87003000,DELTEC,"KM 800 - Kalkwassermischer / ""Kalkwasser"" Stirrer",859,540.54,4 033414870033,38249996,1.8,,1
DL-89037000,DELTEC,Laufeinheit / Impeller Eheim 1260 Laufeinheit Abschäumer Pumpen (230V) / Impeller AC Skimmer Pumps,115,75.9,4 033414890376,84139100,0.1,,1
DL-40400000,DELTEC,Marine Box VF 5,1999,1519.24,4 033414404009,70139900,0,,1
DL-40401000,DELTEC,Marine Box VF 5 plus Skimmer Cover,2499,1899.24,4 033414404016,70139900,0,,1
DL-40410000,DELTEC,Marine Box VF 8,2399,1823.24,4 033414404108,70139900,0,,1
DL-40411000,DELTEC,Marine Box VF 8 plus Skimmer Cover,2999,2279.24,4 033414404115,70139900,0,,1
DL-64103000,DELTEC,NF 1016 - Schwefel Nitratfilter / Nitrate Filter Sulphur,649,428.34,4 033414641039,84212100,2,,1
DL-64104000,DELTEC,NF 1020 - Schwefel Nitratfilter / Nitrate Filter Sulphur,749,494.34,4 033414641046,84212100,2.2,,1
DL-64100000,DELTEC,NF 509 Schwefel Nitratfilter / Nitrate Filter Sulphur,199,131.34,4 033414641008,84212100,1.25,,1
DL-64106000,DELTEC,NF 511 Schwefel Nitratfilter / Nitrate Filter Sulphur,389,256.74,4 033414641169,84212100,6.49,,1
DL-64101000,DELTEC,NF 616 Schwefel Nitratfilter / Nitrate Filter Sulphur,589,388.74,4 033414641015,84212100,1.5,,1
DL-64303000,DELTEC,NFP 1020 Nitratfilter / Nitrate Filter Pressure,999,659.34,4 033414643033,84219990,1.69,,1
DL-64300000,DELTEC,NFP 509 Nitratfilter / Nitrate Filter Pressure,329,217.14,4 033414643002,39269097,1.58,,1
DL-64301000,DELTEC,NFP 512 Nitratfilter / Nitrate Filter Pressure,529,349.14,4 033414643019,84219990,1.78,,1
DL-64309000,DELTEC,NFP 616 - Nitratfilter / Nitrate Filter Pressure,599,395.34,4 033414643025,84219990,1.79,,1
DL-87360000,DELTEC,PF 1001 Kalkreaktor / Calcium Reactor PF,999,659.34,4 033414873607,84212100,1.9,,1
DL-87261000,DELTEC,PF 1370 - Kalkreaktor / Calcium Reactor PF,1999,1319.34,4 033414872617,84212100,1.9,,1
DL-87300000,DELTEC,PF 501 Kalkreaktor / Calcium Reactor PF,489,322.74,4 033414873003,84212100,1.9,,1
DL-87157000,DELTEC,PF 509 Kalkreaktor / Calcium Reactor PF,329,217.14,4 033414871573,84212100,1.9,,1
DL-87320000,DELTEC,PF 601 Kalkreaktor / Calcium Reactor PF,589,388.74,4 033414873201,84212100,1.9,,1
DL-87340000,DELTEC,PF 601S Kalkreaktor / Calcium Reactor PF,689,454.74,4 033414873409,84212100,1.9,,1
DL-99425000,DELTEC,Quarzrohr / Tube 10W UV Geräte / UV Sterilizer,27,17.82,4 033414994258,70200010,0.15,,1
DL-99426000,DELTEC,Quarzrohr / Tube 20W UV Geräte / UV Sterilizer,38,25.08,4 033414994265,70200010,0.2,,1
DL-99427000,DELTEC,Quarzrohr / Tube 39/80W UV Geräte / UV Sterilizer,46,30.36,4 033414994272,70200010,0.3,,1
DL-99435000,DELTEC,Schaltkasten / Ballast 10W UV Geräte / UV Sterilizer,79,52.14,4 033414994357,90182000,0.1,,1
DL-99436000,DELTEC,Schaltkasten / Ballast 20W UV Geräte / UV Sterilizer,89,58.74,4 033414994364,90182000,0.15,,1
DL-99437000,DELTEC,Schaltkasten / Ballast 39W UV Geräte / UV Sterilizer,99,65.34,4 033414994371,90182000,0.2,,1
DL-99438000,DELTEC,Schaltkasten / Ballast 80W UV Geräte / UV Sterilizer,120,79.2,4 033414994388,90182000,0.2,,1
DL-65428000,DELTEC,"Schwämme fein und grob/ Sponge set, fine and rough FR 1020, PF 601S, PF 1001 ",17.5,11.55, ,34053000,0.1,,1
DL-65430000,DELTEC,"Schwämme fein und grob/ Sponge set, fine and rough FR 509, NF 509, PF 509, NFP 509 ",4.5,2.97, ,34053000,0.1,,1
