sku,category,name,rrp,npp,ean,tariff,weight,size,tax_class
RN-5031,ROYAL NATURE,Royal Nitrate Remover 1000 ml. ,29.9,20.1,7 290013698216,38249996,1.1,,1
RN-5032,ROYAL NATURE,Royal Nitrate Remover 500 ml. ,19.9,13.38,7 290013698261,38249996,0.6,,1
RN-3004,ROYAL NATURE,Royal Nitrite Professional Test ,9.9,4.99,7 290013698148,38221900,0.1,4 x 12 x 9,1
RN-3005,ROYAL NATURE,Royal pH and KH Professional Test ,11.9,4.99,7 290013698315,38221900,0.2,4 x 12 x 9,1
RN-3006,ROYAL NATURE,Royal Phosphate Professional Test ,13.5,6.8,7 290013698131,38221900,0.2,4 x 12 x 9,1
RN-5021,ROYAL NATURE,Royal Phosphate Remover 1000 ml. ,29.9,20.1,7 290013698230,38249996,1.1,,1
RN-5022,ROYAL NATURE,Royal Phosphate Remover 500 ml. ,19.9,13.38,7 290013698285,38249996,0.6,,1
RN-8041,ROYAL NATURE,Royal Potassium/Boron       100ml,6.9,4.64,7 290013698551,28100090,0.1,,1
RN-8042,ROYAL NATURE,Royal Potassium/Boron       500ml,19.9,13.38,7 290013698629,28100090,0.6,,1
RN-2021,ROYAL NATURE,Royal Sodium Bicarbonate Buffer 1 kg. ,14.95,10.05,7 290013698070,25010099,1,,1
RN-2022,ROYAL NATURE,Royal Sodium Bicarbonate Buffer 4 kg. ,35,23.53,7 290013698063,25010099,4,13 x 20 x 20,1
MK-1008,SALIFERT,Ammonium - Salifert Profi Test für Meerwasser NH3,10.2,4.83,8 714079130477,38221900,0.08,12 x 4 x 10,1
MK-1000,SALIFERT,Calcium - Salifert Profi Test für Meerwasser  Ca,13.6,6.49,8 714079130347,38221900,0.19,12 x 4 x 10,1
MK-1001,SALIFERT,Jod - Salifert Profi Test für Meerwasser  l2,21.4,10.11,8 714079130392,38221900,0.17,12 x 4 x 10,1
MK-1016,SALIFERT,Kalium Potassium Salifert Easy Test für Meerwasser ,12.3,5.77,8 714079150208,38221900,0.16,10 x 4 x 8,1
MK-1002,SALIFERT,KH - Salifert Profi Test für Meerwasser,9.1,4.25,8 714079130354,38221900,0.14,12 x 4 x 10,1
MK-1010,SALIFERT,Kupfer - Salifert Profi Test für Meerwasser Cu,12.3,5.86,8 714079130453,38221900,0.15,12 x 4 x 10,1
MK-1011,SALIFERT,Magnesium - Salifert Profi Test für Meerwasser  Mg,14.15,6.77,8 714079130422,38221900,0.18,12 x 4 x 10,1
MK-1004,SALIFERT,Nitrat - Salifert Profi Test für Meerwasser  NO3,11.25,5.39,8 714079130385,38221900,0.09,12 x 4 x 10,1
MK-1003,SALIFERT,Nitrit - Salifert Profi Test für Meerwasser  NO2,8.7,4.1,8 714079130378,38221900,0.07,12 x 4 x 10,1
MK-1006,SALIFERT,ph - Salifert Profi Test für Meerwasser,8.05,3.77,8 714079130491,38221900,0.07,12 x 4 x 10,1
MK-1005,SALIFERT,Phosphat - Salifert Profi Test für Meerwasser  PO4,12.85,6.1,8 714079130361,38221900,0.12,12 x 4 x 10,1
MK-SA-3062,SALIFERT,Salifert Coral Food 1000ml,19.9,10.79, ,25010099,1,,1
MK-SA-3060,SALIFERT,Salifert Coral Food 250ml,6.2,3.83, ,25010099,0.25,,1
MK-SA-3061,SALIFERT,Salifert Coral Food 500ml,11.9,6.44, ,25010099,0.5,,1
MK-1013,SALIFERT,Sauerstoff - Salifert Profi Test für Meerwasser  O2,10.7,5.14,8 714079130446,38221900,0.15,12 x 4 x 10,1
MK-1014,SALIFERT,Silicat - Salifert Profi Test für Meerwasser Si,11.8,5.59,8 714079130439,38221900,0.1,12 x 4 x 10,1
MK-1007,SALIFERT,Strontium - Salifert Profi Test für Meerwasser  Sr,23.55,11.45,8 714079130408,38221900,0.23,12 x 4 x 10,1
SAN-3.3.1,SANDER,Holzausströmer Nr. 1  VE / 96 Stück,89.9,49.5,4 021281000080,84219990,0.75,,1
SAN-3.3.10,SANDER,Holzausströmer Nr. 1 / Stück,1.2,0.65, ,84219990,0.01,,1
SAN-3.3.2,SANDER,Holzausströmer Nr. 2 / 72 Stück,85,48,4 021281000097,84219990,0.6,,1
SAN-3.3.20,SANDER,Holzausströmer Nr. 2 / Stück,1.4,0.75, ,84219990,0.02,,1
SAN-3.3.3,SANDER,Holzausströmer Nr. 3 / 36 Stück,113.75,65,4 021281000103,84219990 ,0.7,,1
SAN-3.3.30,SANDER,Holzausströmer Nr. 3 / Stück,3.1,2, ,84219990,0.06,,1
SAN-3.3.4,SANDER,Holzausströmer Nr. 4 / 12 Stück,66.5,38,4 021281000110,84219990 ,0.62,,1
SAN-3.3.40,SANDER,Holzausströmer Nr. 4 / Stück,5,3.5, ,84219990,0.06,,1
SAN-62072,SANDER,Netzteil für Ozonisator S 1000,0,25.63, ,84212100,0.25,,1
SAN-2.311.906,SANDER,"O-Ring für Kombi Schaumbecher 90,35 x 1,78",0,4.57, ,39269097,0.1,,1
SAN-761118,SANDER,"O-Ring für Ozonelement Certizon, rot",0,0.75,4 021281002756,40169300,0.05,,1
SAN-.6.1,SANDER,Ozoflex Schlauch4/6 mm (Btl. 3m),6.65,3.9,4 021281000677,39173900,0.1,,1
SAN-.6.8C,SANDER,"Ozonelement für Ozonisator ""C"" mit O-Ring 
für C25 - C200",0,9.38,4 021281002763,85439000 ,0.1,,1
SAN-1.100C,SANDER,Ozonisator Certizon C 100,231.6,136.5,4 021281002503,85437090,0.3,,1
SAN-1.200C,SANDER,Ozonisator Certizon C 200,265,156,4 021281002510,85437090,0.3,,1
SAN-1.25C,SANDER,Ozonisator Certizon C 25,181.8,107.5,4 021281002480,85437090,0.3,,1
SAN-1.300C,SANDER,Ozonisator Certizon C 300,392.8,231.5,4 021281002565,85437090,0.3,,1
SAN-1.50C,SANDER,Ozonisator Certizon C 50,205.7,121,4 021281002497,85437090,0.3,,1
SAN-1.500S,SANDER,Ozonisator Certizon S 500,887,559,4 021281002527,85437090,1.5,,1
SAN-1.1000S,SANDER,Ozonisator S 1000,1443,905,4 021281002794,85043180,1.75,,1
SAN-.1.2000XT,SANDER,Ozonisator XT 2000,1946,1210, ,85437090,0.3,,1
SAN-2.10,SANDER,"Ozonreaktor ""Piccolo""",33.5,19.7,4 021281000011,84212100,0.13,,1
SAN-2.311.600,SANDER,Sander Aussenabschäumer Modell I AH 600,209.1,123, ,84212100,3.1,,1
SAN-7.1.1,SANDER,"Sander Ersatzelektrode für Redoxmessgerät 
mit BMC Stecker",129.7,83.5,4 021281000745,90278930,0.13,,1
SAN-8,SANDER,Sander Lochsauger für Abschäumer,0,0.44, ,84212100,0.05,,1
SAN-6.7.2,SANDER,Sander Luftmengenanzeiger 100-1000 l/h,25.9,15.2,4 021281002596,90261081,0.02,,1
SAN-6.7.1,SANDER,Sander Luftmengenanzeiger 50-500 l/h,19.05,11.2,4 021281002602,90261081,0.02,,1
SAN-.2.300,SANDER,"Sander Maxi-Skim 300
max. 150 l",57.7,34,4 021281002312,84212100 ,2.15,,1
SAN-67139,SANDER,Sander Netzteil für Ozonisator C und S 500,0,17.5,4 021281002787,85043180 ,0.25,,1
SAN-7.1C,SANDER,Sander Redoxmessgerät für Ozonisatoren,365,228,4 021281002572,90278930,0.13,,1
SAN-7.1,SANDER,Sander Redoxmessgerät für Ozonisatoren1 ( mit Schuko-Buxe) ,436.8,273,4 021281000196,90278930,0.5,,1
SAN-02032,SANDER,"Sander Überwurfmutter Edelstahl M 14/12mm
für Ozonisator S + XT2000",0,2.39, ,73181520,0.02,,1
SAN-.2.21.450,SANDER,"Sander WT 450 mm/Innen mit Ausströmersteinen
max. 250 l",144,84.5,4 021281000066,84212100,2.4,,1
SA-20017,SANGOKAI,Clean anio 3500 g Eimer,69.95,34.98, ,28211000,3.5,,1
SA-20016,SANGOKAI,Clean anio 750 g,24.95,12.48, ,28211000,0.75,,1
SA-20019,SANGOKAI,Clean carb 2500g Eimer,59.95,29.98, ,,2.75,,1
SA-20018,SANGOKAI,Clean carb 500g,16.95,8.48, ,38021000,0.5,,1
SA-10035,SANGOKAI,"nutri-NP complete 1000ml
Makronährstoff - Vollmedium für oligotrophe Riffaquarien",39.95,19.97, ,25010010,1,,1
SA-10033,SANGOKAI,"nutri-NP complete 250ml
Makronährstoff - Vollmedium für oligotrophe Riffaquarien",12.95,6.48, ,25010010,0.25,,1
SA-10036,SANGOKAI,"nutri-NP complete 5000ml
Makronährstoff - Vollmedium für oligotrophe Riffaquarien",129.95,64.98, ,25010010,5,,1
SA-10034,SANGOKAI,"nutri-NP complete 500ml
Makronährstoff - Vollmedium für oligotrophe Riffaquarien",22.95,11.48, ,25010010,0.5,15 x 7 x 7,1
SA-10039,SANGOKAI,sango chem-balance Ca-1 1000 ml ,18.95,9.47, ,25010010,1,22 x 8 x 8,1
SA-10042,SANGOKAI,sango chem-balance Ca-2 1000 ml ,9.95,4.97, ,25010010,1,22 x 8 x 8,1
SA-10045,SANGOKAI,sango chem-balance KH 1000 ml ,13.95,6.98, ,25010010,1,19 x 10 x 10,1
SA-10048,SANGOKAI,sango chem-individual B Borlösung 1000ml,14.95,7.48, ,25010010,1,,1
SA-10052,SANGOKAI,sango chem-individual BrF Brom Fluor- Lösung 1000ml,17.95,8.97, ,38249996,1,,1
SA-10051,SANGOKAI,sango chem-individual IF Jod/ Fluor- Lösung 250ml,19.95,9.97, ,38249996,0.25,,1
SA-10049,SANGOKAI,sango chem-individual K / Kaliumlösung 1000ml,17.95,8.97, ,38249996,1,,1
SA-10050,SANGOKAI,sango chem-individual Sr Strontiumlösung 1000ml,17.95,8.97, ,25010010,1,,1
SA-50003,SANGOKAI,Sango nutri-basic # 1  1000 ml,74.95,37.47, ,25010010,1,,1
SA-50001,SANGOKAI,Sango nutri-basic # 1  250 ml,24.95,12.47, ,25010010,0.25,,1
SA-50002,SANGOKAI,Sango nutri-basic # 1  500 ml,44.95,22.48, ,25010010,0.5,15 x 7 x 7,1
SA-50004,SANGOKAI,Sango nutri-basic # 1  5000 ml,244.95,122.47, ,25010010,5,,1
SA-50007,SANGOKAI,Sango nutri-basic # 2  1000 ml,35.95,17.98, ,25010010,1,,1
SA-50005,SANGOKAI,Sango nutri-basic # 2  250 ml,12.95,6.48, ,25010010,0.25,,1
SA-50006,SANGOKAI,Sango nutri-basic # 2  500 ml,21.95,10.97, ,25010010,0.5,15 x 7 x 7,1
SA-50008,SANGOKAI,Sango nutri-basic # 2  5000 ml,119.95,59.97, ,25010010,5,,1
SA-50021,SANGOKAI,"sango nutri-basic NANO # 1 ""All-in-One"" 250ml",19.95,9.98, ,25010010,0.25,,1
SA-50022,SANGOKAI,sango nutri-basic NANO # 2  250ml,13.95,6.98, ,38249996,0.25,,1
SA-50011,SANGOKAI,Sango nutri-basic/ HED  # 3  1000 ml,59.95,29.98, ,38249996,1,,1
SA-50009,SANGOKAI,Sango nutri-basic/ HED  # 3  250 ml,19.95,9.98, ,38249996,0.25,13 x 5 x 5,1
SA-50010,SANGOKAI,Sango nutri-basic/ HED  # 3  500 ml,34.95,17.47, ,38249996,0.5,,1
SA-50012,SANGOKAI,Sango nutri-basic/ HED  # 3  5000 ml,194.95,97.48, ,38249996,5,,1
SA-50015,SANGOKAI,Sango nutri-HED SPS 1  1000 ml,74.95,37.47, ,25010010,1,,1
SA-50013,SANGOKAI,Sango nutri-HED SPS 1  250 ml,24.95,12.47, ,25010010,0.25,,1
SA-50014,SANGOKAI,Sango nutri-HED SPS 1  500 ml,44.95,22.48, ,25010010,0.5,15 x 7 x 7,1
SA-50016,SANGOKAI,Sango nutri-HED SPS 1  5000 ml,244.95,122.47, ,25010010,5,,1
SA-50019,SANGOKAI,Sango nutri-HED SPS 2  1000 ml,35.95,17.98, ,25010010,1,,1
SA-50017,SANGOKAI,Sango nutri-HED SPS 2  250 ml,12.95,6.48, ,25010010,0.25,,1
SA-50018,SANGOKAI,Sango nutri-HED SPS 2  500 ml,21.95,10.97, ,25010010,0.5,15 x 7 x 7,1
SA-50020,SANGOKAI,Sango nutri-HED SPS 2  5000 ml,119.95,59.97, ,25010010,5,,1
SA-50025,SANGOKAI,sango nutri-NRG #1 1000ml,74.95,37.47, ,25010010,1,,1
SA-50023,SANGOKAI,sango nutri-NRG #1 250ml,24.95,12.47, ,25010010,0.25,,1
SA-50026,SANGOKAI,sango nutri-NRG #1 5000ml,244.95,122.47, ,25010010,5,,1
SA-50024,SANGOKAI,sango nutri-NRG #1 500ml,44.95,22.48, ,25010010,0.5,15 x 7 x 7,1
SA-50029,SANGOKAI,sango nutri-NRG #2 1000ml,35.95,17.98, ,25010010,1,,1
SA-50027,SANGOKAI,sango nutri-NRG #2 250ml,12.95,6.48, ,25010010,0.25,,1
SA-50030,SANGOKAI,sango nutri-NRG #2 5000ml,119.95,59.97, ,25010010,5,,1
SA-50028,SANGOKAI,sango nutri-NRG #2 500ml,21.95,10.97, ,25010010,0.5,15 x 7 x 7,1
SA-10027,SANGOKAI,"Sango Nutri-P comPlex 1000 ml
",39.95,19.97, ,25010010,1,,1
SA-10025,SANGOKAI,"Sango Nutri-P comPlex 250 ml
",12.95,6.48, ,25010010,0.25,,1
SA-10026,SANGOKAI,"Sango Nutri-P comPlex 500 ml
",22.95,11.48, ,25010010,0.5,15 x 7 x 7,1
SA-10047,SANGOKAI,Sango Nutri-P comPlex 5000 ml,129.95,64.98, ,25010010,5,,1
SG-501,SCHEGO,PTC-Heizstab/Titanrohr/ptc-heater/titanium tube 100 W - 230 V,62.9,42, ,85161080,0,,1
SG-501 (1),SCHEGO,PTC-Heizstab/Titanrohr/ptc-heater/titanium tube 100 W - 230 V,62.9,42, ,85161080,0,,1
SG-502,SCHEGO,PTC-Heizstab/Titanrohr/ptc-heater/titanium tube 200 W - 230 V,77.9,52, ,85161080,0,,1
SG-503,SCHEGO,PTC-Heizstab/Titanrohr/ptc-heater/titanium tube 300 W - 230 V,95.9,64, ,85161080,0,,1
SG-506,SCHEGO,PTC-Heizstab/Titanrohr/ptc-heater/titanium tube 600 W - 230 V,86.9,58, ,85161080,0,,1
SG-622,SCHEGO,"Saugnapfhalter/vacuum cup holder Ø 12 mm, 2 St./2 pcs.",5.9,3.7, ,,0,,1
SG-769,SCHEGO,Schego ideal 220 V/ 50 HZ Membranpumpe,25.9,16,4 005256007694,84148080,0.51,16 x 9 x 5,1
SG-739,SCHEGO,Schego M2K3 Membranpumpe 220 Volt,56.9,35.5,4 005256007397,84148080,0.88,19 x 9 x 6,1
SG-780,SCHEGO,"Schego M2K3 Membranpumpe Delux
220-240 V/50 Hz - 5 Watt - 350 Ltr.",79,46.8,4 005256007809,84148080,1.11,,1
SG-800,SCHEGO,Schego M2K3 Membranpumpe elektronic 12 V DC,97.9,61.7,4 005256008004,84148080,0.86,19 x 9 x 6,1
SG-750,SCHEGO,Schego M2K3- Dichtung für Luftkammer,0,0.8,4 005256007502,84149000,0.01,,1
SG-744,SCHEGO,Schego M2K3-Filter-Filze/filter 4er Set,2.7,1.7,4 005256007441,84149000,0.01,,1
SG-850,SCHEGO,Schego optimal 220 V/ 50 HZ Membranpumpe,31.9,20.2,4 005256008509,84148080,0.55,16 x 9 x 5,1
SG-830,SCHEGO,Schego optimal Electronic Membranpumpe,58.9,37,4 005256008301,84148080,0.53,16 x 9 x 5,1
SG-730,SCHEGO,Schego prima 220 V/ 50 HZ Membranpumpe,19.9,12.6,4 005256007304,84148080,0.35,15 x 5 x 8,1
SG-652,SCHEGO,Schego Rückschlagventil 4/6 mm / 2 Stück,6.9,4.4,4 005256006529,84219990,0.01,,1
SG-621,SCHEGO,Schego Saugnapfhalter 25 mm / 2 Stück ,5.9,3.7,4 005256006215,84813099,0.01,,1
SG-1112a,SCHEGO,Schego Temparatur-Fühler 2 Mtr.,27.9,17.5,4 005256011127,85161080,0.02,,1
SG-1115a,SCHEGO,Schego Temparatur-Fühler 5 Mtr.,41.8,26,4 005256011158,90321020,0.06,,1
SG-542,SCHEGO,"Schego Titan-Heizstab 100 Watt
",49.9,31,4 005256005423,85161080,0.42,42 x 5 x 4,1
SG-544,SCHEGO,"Schego Titan-Heizstab 150 Watt
",51.9,32.5,4 005256005447,85161080,0.42,42 x 5 x 4,1
SG-546,SCHEGO,"Schego Titan-Heizstab 200 Watt
",51.9,32.5,4 005256005461,85161080,0.42,42 x 5 x 4,1
SG-547,SCHEGO,"Schego Titan-Heizstab 250 Watt
",51.9,32.5,4 005256005478,85161080,0.42,42 x 5 x 4,1
SG-548,SCHEGO,"Schego Titan-Heizstab 300 Watt
",51.9,32.5,4 005256005485,85161080,0.42,42 x 5 x 4,1
SG-537,SCHEGO,"Schego Titan-Heizstab 50 Watt
",49.9,31,4 005256005379,85161080,0.42,42 x 5 x 4,1
SG-560,SCHEGO,"Schego Titan-Heizstab 600 Watt
",69.9,44.1,4 005256005607,85161080,0.54,42 x 5 x 4,1
SG-539,SCHEGO,"Schego Titan-Heizstab 75 Watt
",49.9,31,4 005256005393,85161080,0.42,42 x 5 x 4,1
SG-113,SCHEGO,"Schego TRD Temperraturregler TR2 max. 2000 W
",124.9,77.7,4 005256001128,90321020,0.19,15 x 11 x 9,1
SG-820,SCHEGO,Schego Triumph Extra Electronic Membranpumpe,66.9,42.2,4 005256008202,84148080,0.57,16 x 9 x 8,1
SG-920,SCHEGO,Schego WS2 Membranpumpe,33.9,21.3,4 005256009209,84148080,0.55,19 x 5 x 9,1
SG-930,SCHEGO,Schego WS3 Membranpumpe,60.5,38.1,4 005256009308,84148080,0.88,19 x 9 x 6,1
Sci-1012,SCIENCE,T5-Röhre Aqua science blue 24 WattT5 Bulbs Aqua science,9.25,5.33, ,85393110,0.05,,1
Sci-1015,SCIENCE,T5-Röhre Aqua science blue 80 WattT5 Bulbs Aqua science,11,6, ,85393110,0.11,,1
Sci-1016,SCIENCE,T5-Röhre Aqua science duo 24 WattT5 Bulbs Aqua science,9.25,5.33, ,85393110,0.05,,1
Sci-1017,SCIENCE,T5-Röhre Aqua science duo 39 WattT5 Bulbs Aqua science,9.45,5.48, ,85393110,0.07,,1
Sci-1019,SCIENCE,T5-Röhre Aqua science duo 80 WattT5 Bulbs Aqua science,11,6, ,85393110,0.11,,1
Sci-1008,SCIENCE,T5-Röhre Aqua science special 24 WattT5 Bulbs Aqua science,9.25,5.33, ,85393110,0.05,,1
Sci-1009,SCIENCE,"T5-Röhre Aqua science special 39 Watt   T5 Bulbs Aqua science
",9.45,5.48, ,85393110,0.07,,1
Sci-1010,SCIENCE,T5-Röhre Aqua science special 54 WattT5 Bulbs Aqua science,9.95,5.55, ,85393110,0.09,,1
SFR-97852,SEAFRIENDLYREEF,Seafriendlyreef Flake-Mix Naturfutter 250ml,17.9,7.9,0 038657097852,23099096 ,0.06,,2
SFR-97876,SEAFRIENDLYREEF,Seafriendlyreef Granulat-Mix Naturfutter 250ml,17.9,7.9,0 038657097876,23099096,0.25,,2
SFR-97883,SEAFRIENDLYREEF,Seafriendlyreef Nano-Mix Naturfutter 250ml,17.9,7.9,0 038657097883,23099096,0.1,,2
SFR-97869,SEAFRIENDLYREEF,Seafriendlyreef Veggie-Mix Naturfutter 250ml,17.9,7.9,0 038657097869,23099096,0.25,,2
SI-500250120,SICCE," SICCE MASTER DW 8000
Schmutzwasserpumpe 8000 l/h",195.95,119,8 011469990469,84137021,0,26 x 16 x 21,1
SI-500100900,SICCE,"Rotor für Sicce Voyager 1 Strömungspumpe
",6.5,3.8,8 011469996546,84137021,1.7,18 x 23 x 27,1
SI-500100940,SICCE,"Rotor für Sicce Voyager 2 Strömungspumpe
",10,5,8 011469998366,84137021,1.94,18 x 23 x 27,1
SI-500100950,SICCE,"Rotor für Sicce Voyager 3 Strömungspumpe
",10,5,8 011469998380,84137021,1.94,18 x 23 x 27,1
SI-500100960,SICCE,"Rotor für Sicce Voyager 4 Strömungspumpe
",10,5,8 011469998403,84137021,1.94,18 x 23 x 27,1
SI-500101000,SICCE,"Rotor mit Gummilager, für Sicce Voyager HP 10 Strömungspumpe",43.5,21.75,8 011469951354,84137021,2.06,18 x 23 x 27,1
SI-500100970,SICCE,"Rotor mit Gummilager, für Sicce Voyager HP 7 Strömungspumpe",39.47,19.73,8 011469951293,84137021,2.06,18 x 23 x 27,1
SI-500100980,SICCE,"Rotor mit Gummilager, für Sicce Voyager HP 8 Strömungspumpe",40.5,20.25,8 011469951316,84137021,2.06,18 x 23 x 27,1
SI-500100990,SICCE,"Rotor mit Gummilager, für Sicce Voyager HP 9 Strömungspumpe",41.67,20.83,8 011469951330,84137021,2.06,18 x 23 x 27,1
SI-500000600,SICCE,"Sicce  MI-MOUSE Pumpe
",14.95,7.9,8 011469926581,84137021,11,33 x 40 x 30,1
SI-500250100,SICCE,"SICCE MASTER DW 4000
Schmutzwasserpumpe 3700 l/h",99.95,58,8 011469994009,84137021,0,11 x 16 x 14,1
SI-500250110,SICCE,"SICCE MASTER DW 5500
Schmutzwasserpumpe 5400 l/h",149.95,84.8,8 011469990452,84137021,0,26 x 16 x 21,1
SI-500000701,SICCE,SICCE MICRA PLUS Pumpe,19.95,10.5,8 011469990841,84137021,8,33 x 40 x 30,1
SI-500004000,SICCE,"SICCE SHARK PRO 500
Internal filter 500 l/h",44.95,24.1,8 011469973998,84137021,0.72,,1
SI-500004010,SICCE,"SICCE SHARK PRO 700
Innenfilter 700 l/h",54.95,29.5,8 011469973981,84137021,0.89,,1
SI-500004020,SICCE,"SICCE SHARK PRO 900
Innenfilter 900 l/h",64.95,35.4,8 011469973974,84137021,1.07,,1
SI-8011469953815,SICCE,Sicce Syncra HF 10.0 Pumpe,275,157, ,84137021,3.45,,1
SI-8011469953822,SICCE,Sicce Syncra HF 12.0 Pumpe,335,191.7,8 011469953822,84137021,3.93,,1
SI-8011469953839,SICCE,Sicce Syncra HF 16.0 Pumpe,375,213.8,8 011469953839,84137021,4.25,,1
SI-500000200,SICCE,"Sicce Syncra Nano Pumpe
",19.95,10.5,8 011469959220,84137021,0.5,43 x 40 x 30,1
SI-500000260,SICCE,"Sicce Syncra SDC 6.0 Pumpe
",369.95,219,8 011469966440,84137021,2,,1
SI-500000265,SICCE,"Sicce Syncra SDC 7.0 Pumpe
",459.95,285,8 011469967867,84137021,16,14 x 16 x 9,1
SI-500000290,SICCE,"Sicce Syncra SDC 9.0 Pumpe
",499.95,310,8 011469966457,84137021,16,14 x 16 x 9,1
SI-500100600,SICCE,"Sicce Syncra Silent 0,5 Laufrad Komplett",7.4,3.7,8 011469996058,84137021,1.94,18 x 23 x 27,1
SI-500000205,SICCE,"Sicce Syncra Silent 0.5 Pumpe 
400-700 ltr. /h",29.95,16.1,8 011469995877,84137021,11,33 x 40 x 30,1
SI-500100640,SICCE,Sicce Syncra Silent 0.5/1.0 Keramikachse mit Tüllen,5.93,2.97,8 011469950135,84137021,1.1,18 x 23 x 27,1
SI-500000210,SICCE,"Sicce Syncra Silent 1 Pumpe
550-950 ltr. / h",39.95,21.4,8 011469995778,84137021,12,33 x 40 x 30,1
SI-500100690,SICCE,"Sicce Syncra Silent 1,5 Keramikachse mit Tüllen",6,3,8 011469950159,84137021,1.1,18 x 23 x 27,1
SI-500000215,SICCE,"Sicce Syncra Silent 1,5 Pumpe 
850-1.350 ltr. /h",49.95,26.8,8 011469995808,84137021,0.58,33 x 40 x 30,1
SI-500100610,SICCE,Sicce Syncra Silent 1.0 Laufrad Komplett,7.8,3.9,8 011469996096,84137021,1.94,18 x 23 x 27,1
SI-500100670,SICCE,Sicce Syncra Silent 1.5 Laufrad Komplett,9.07,4.53,8 011469996119,84137021,1.94,18 x 23 x 27,1
SI-500000220,SICCE,"Sicce Syncra Silent 2 Pumpe 
950 - 2.150 ltr. /h",59.95,32.8,8 011469995563,84137021,2.5,33 x 40 x 30,1
SI-500100740,SICCE,Sicce Syncra Silent 2.0 Laufrad Komplett,23.2,11.6,8 011469995723,84137021,1.7,18 x 23 x 27,1
SI-500100750,SICCE,Sicce Syncra Silent 2.5 Laufrad Komplett,25.33,12.67,8 011469996515,84137021,1.7,18 x 23 x 27,1
SI-500000225,SICCE,"Sicce Syncra Silent 2.5 Pumpe 
1.000-2.400 ltr. /h",69.95,38.2,8 011469995839,84137021,2.5,33 x 40 x 30,1
SI-500100760,SICCE,Sicce Syncra Silent 3.0 Laufrad Komplett,45.5,22.75,8 011469995730,84137021,1.7,18 x 23 x 27,1
SI-500000230,SICCE,"Sicce Syncra Silent 3.0 Pumpe 
1.100-2.700 ltr. /h",89.95,49.1,8 011469995570,84137021,1.07,33 x 40 x 30,1
SI-500100800,SICCE,Sicce Syncra Silent 3.5 / 4.0 / 5.0 Laufrad Komplett,54.17,27.08,8 011469998410,84137021,1.28,18 x 23 x 27,1
SI-500000235,SICCE,"Sicce Syncra Silent 3.5 Pumpe 
1.700-2.500 ltr. /h",109.95,61.1,8 011469998328,84137081,1.79,31 x 39 x 25,1
SI-500000240,SICCE,"Sicce Syncra Silent 4.0 Pumpe 
2.300- 3.500 ltr. /h",119.95,66.9,8 011469998304,84137021,1.8,31 x 39 x 25,1
SI-500000250,SICCE,"Sicce Syncra Silent 5 Pumpe 
2.700-5.000 ltr/h",129.95,73.5,8 011469997338,84137021,1.8,31 x 39 x 25,1
SI-500250000,SICCE,"SICCE ULTRA ZERO
Mehrzweckpumpe 3000 l/h",89.95,53.4,8 011469925607,84137021,0,21 x 18 x 15,1
SI-500000102,SICCE,Sicce Voyager 2 Strömungspumpemax. 3.000 ltr.,69.95,38.2,8 011469998168,84137021,12,31 x 39 x 25,1
SI-500000103,SICCE,Sicce Voyager 3 Strömungspumpemax. 4.500 ltr.,79.95,43.6,8 011469998175,84137021,12,31 x 39 x 25,1
SI-500000104,SICCE,Sicce Voyager 4 Strömungspumpemax. 6.000 ltr.,89.95,49.1,8 011469998182,84137021,12,31 x 39 x 25,1
SI-500000107,SICCE,Sicce Voyager HP 7 Strömungspumpemax. 10.500 ltr.,139.95,79.2,8 011469950753,84137021,1.1,31 x 39 x 25,1
SI-500000108,SICCE,Sicce Voyager HP 8 Strömungspumpemax. 12.000 ltr.,149.95,84.8,8 011469950784,84137021,1.1,31 x 39 x 25,1
SI-500000109,SICCE,Sicce Voyager HP 9 Strömungspumpemax. 13.500 ltr.,159.95,91.5,8 011469950791,84137021,1.1,31 x 39 x 25,1
SI-500000110,SICCE,Sicce Voyager HP10 Strömungspumpemax. 15.000 ltr.,169.95,98,8 011469998878,84137021,1.1,31 x 39 x 25,1
SI-500000099,SICCE,"Sicce Voyager Nano 1000 Strömungspumpe
2,8 W - 1000 l/h",29.95,16.1,8 011469959268,84137021,1.4,,1
SI-500000100,SICCE,"Sicce Voyager Nano 2000 Strömungspumpe
3 W - 2000 l/h",39.95,21.4,8 011469959299,84137021,14,43 x 40 x 30,1
SI-500000400,SICCE,Sicce XStream 3500 Strömungspumpe,59.95,32.1,8 011469961315,84137021,0.63,,1
SI-500000410,SICCE,Sicce XStream 5000 Strömungspumpe,69.95,38.2,8 011469961322,84137021,0.62,,1
SI-500000420,SICCE,Sicce XStream 6500 Strömungspumpe,79.95,43.6,8 011469961339,84137021,0.61,,1
SI-500000430,SICCE,Sicce XStream 8000 Strömungspumpe,89.95,49.1,8 011469961346,84137021,0.62,,1
SI-500000450,SICCE,SICCE XStream SDC 1000- 8500 Liter Strömungspumpe,189.95,109.5,8 011469968956,84137021,1.12,15 x 11 x 19,1
SP-TU-0104.730,SONDERPOSTEN,"0104.730 Sekundenkleber, 3g Tube
mindesthaltbarkeitsdatum 07/2022",8.8,4.16,4 024596004385,84137081,0.01,1 x 5 x 14,1
SP-TU-7010.000,SONDERPOSTEN,"7010.000 Nitrat Schnelltest, 100 St.
Mindesthaltbarkeitsdatum 06/2022",0,20.49,4 025167701009,38221900,0.04,4 x 15 x 18,1
